VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,election_zone_code,total_election_votes,eligible_voters_election,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,recall_valid_votes,recall_invalid_votes,recall_eligible_voters,recall_turnout_rate,recall_case,candidate_1_name,candidate_1_number,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_number,candidate_2_party,candidate_2_votes,candidate_3_name,candidate_3_number,candidate_3_party,candidate_3_votes,candidate_4_name,candidate_4_number,candidate_4_party,candidate_4_votes,candidate_5_name,candidate_5_number,candidate_5_party,candidate_5_votes,candidate_6_name,candidate_6_number,candidate_6_party,candidate_6_votes,candidate_7_name,candidate_7_number,candidate_7_party,candidate_7_votes,candidate_8_name,candidate_8_number,candidate_8_party,candidate_8_votes
63000040035,臺北市,中山區,龍洲里,臺北市第03選區,6300003,3091,4143,王鴻薇,中國國民黨,2092,835,1773,2608,12,4123,63.55,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,7,陳源發,2,無黨籍及未經政黨推薦,19,謝佩芬,3,民主進步黨,944,高士恩,4,制度救世島,1,王鴻薇,5,中國國民黨,2092,楊時睿,6,台灣維新,14,陳一郎,7,臺灣雙語無法黨,14,,,,
63000040036,臺北市,中山區,朱園里,臺北市第03選區,6300003,2694,3731,謝佩芬,民主進步黨,1345,1164,1048,2212,4,3753,59.05,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,7,陳源發,2,無黨籍及未經政黨推薦,21,謝佩芬,3,民主進步黨,1345,高士恩,4,制度救世島,1,王鴻薇,5,中國國民黨,1299,楊時睿,6,台灣維新,9,陳一郎,7,臺灣雙語無法黨,12,,,,
63000040037,臺北市,中山區,埤頭里,臺北市第03選區,6300003,1936,2757,王鴻薇,中國國民黨,1007,744,845,1589,5,2764,57.67,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,6,陳源發,2,無黨籍及未經政黨推薦,22,謝佩芬,3,民主進步黨,868,高士恩,4,制度救世島,1,王鴻薇,5,中國國民黨,1007,楊時睿,6,台灣維新,19,陳一郎,7,臺灣雙語無法黨,13,,,,
63000040038,臺北市,中山區,朱崙里,臺北市第03選區,6300003,1854,2493,王鴻薇,中國國民黨,935,722,761,1483,7,2459,60.59,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,6,陳源發,2,無黨籍及未經政黨推薦,9,謝佩芬,3,民主進步黨,881,高士恩,4,制度救世島,0,王鴻薇,5,中國國民黨,935,楊時睿,6,台灣維新,15,陳一郎,7,臺灣雙語無法黨,8,,,,
63000040039,臺北市,中山區,力行里,臺北市第03選區,6300003,3638,5164,謝佩芬,民主進步黨,1779,1501,1450,2951,8,5015,59.0,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,13,陳源發,2,無黨籍及未經政黨推薦,37,謝佩芬,3,民主進步黨,1779,高士恩,4,制度救世島,2,王鴻薇,5,中國國民黨,1775,楊時睿,6,台灣維新,23,陳一郎,7,臺灣雙語無法黨,9,,,,
63000040040,臺北市,中山區,復華里,臺北市第03選區,6300003,2755,3813,王鴻薇,中國國民黨,1549,963,1260,2223,10,3757,59.44,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,6,陳源發,2,無黨籍及未經政黨推薦,26,謝佩芬,3,民主進步黨,1125,高士恩,4,制度救世島,3,王鴻薇,5,中國國民黨,1549,楊時睿,6,台灣維新,31,陳一郎,7,臺灣雙語無法黨,15,,,,
63000040041,臺北市,中山區,金泰里,臺北市第03選區,6300003,4551,6292,王鴻薇,中國國民黨,2479,1677,2054,3731,21,6389,58.73,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,10,陳源發,2,無黨籍及未經政黨推薦,44,謝佩芬,3,民主進步黨,1930,高士恩,4,制度救世島,5,王鴻薇,5,中國國民黨,2479,楊時睿,6,台灣維新,41,陳一郎,7,臺灣雙語無法黨,42,,,,
63000040042,臺北市,中山區,北安里,臺北市第03選區,6300003,1508,2042,王鴻薇,中國國民黨,897,460,662,1122,3,1871,60.13,第11屆立法委員(臺北市第3選舉區)王鴻薇罷免案各投開票所投開票結果表,余新造,1,人民最大黨,6,陳源發,2,無黨籍及未經政黨推薦,9,謝佩芬,3,民主進步黨,578,高士恩,4,制度救世島,1,王鴻薇,5,中國國民黨,897,楊時睿,6,台灣維新,8,陳一郎,7,臺灣雙語無法黨,9,,,,
63000090001,臺北市,南港區,南港里,臺北市第04選區,6300004,3522,5285,李彥秀,中國國民黨,1659,1141,1471,2612,13,5111,51.36,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1659,吳欣岱,2,台灣基進,407,高嘉瑜,3,民主進步黨,1418,黃啟彬,4,制度救世島,4,林秋彤,5,台灣整復師聯盟工黨,34,,,,,,,,,,,,
63000090002,臺北市,南港區,中南里,臺北市第04選區,6300004,2078,2876,李彥秀,中國國民黨,927,725,824,1549,5,2751,56.49,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,927,吳欣岱,2,台灣基進,225,高嘉瑜,3,民主進步黨,907,黃啟彬,4,制度救世島,7,林秋彤,5,台灣整復師聯盟工黨,12,,,,,,,,,,,,
63000090003,臺北市,南港區,新富里,臺北市第04選區,6300004,2322,3124,李彥秀,中國國民黨,1062,804,873,1677,6,3029,55.56,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1062,吳欣岱,2,台灣基進,253,高嘉瑜,3,民主進步黨,983,黃啟彬,4,制度救世島,2,林秋彤,5,台灣整復師聯盟工黨,22,,,,,,,,,,,,
63000090004,臺北市,南港區,三重里,臺北市第04選區,6300004,4523,6210,李彥秀,中國國民黨,2165,1436,1902,3338,12,6132,54.63,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2165,吳欣岱,2,台灣基進,498,高嘉瑜,3,民主進步黨,1810,黃啟彬,4,制度救世島,9,林秋彤,5,台灣整復師聯盟工黨,41,,,,,,,,,,,,
63000090005,臺北市,南港區,東新里,臺北市第04選區,6300004,4098,5547,李彥秀,中國國民黨,1971,1370,1759,3129,6,5533,56.66,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1971,吳欣岱,2,台灣基進,419,高嘉瑜,3,民主進步黨,1673,黃啟彬,4,制度救世島,1,林秋彤,5,台灣整復師聯盟工黨,34,,,,,,,,,,,,
63000090006,臺北市,南港區,新光里,臺北市第04選區,6300004,2266,3074,李彥秀,中國國民黨,1165,706,1022,1728,8,2989,58.08,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1165,吳欣岱,2,台灣基進,232,高嘉瑜,3,民主進步黨,840,黃啟彬,4,制度救世島,3,林秋彤,5,台灣整復師聯盟工黨,26,,,,,,,,,,,,
63000090007,臺北市,南港區,東明里,臺北市第04選區,6300004,3372,4553,李彥秀,中國國民黨,1684,1093,1555,2648,6,4502,58.95,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1684,吳欣岱,2,台灣基進,363,高嘉瑜,3,民主進步黨,1281,黃啟彬,4,制度救世島,12,林秋彤,5,台灣整復師聯盟工黨,32,,,,,,,,,,,,
63000090008,臺北市,南港區,西新里,臺北市第04選區,6300004,2794,3699,高嘉瑜,民主進步黨,1363,1020,980,2000,7,3548,56.57,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1096,吳欣岱,2,台灣基進,313,高嘉瑜,3,民主進步黨,1363,黃啟彬,4,制度救世島,2,林秋彤,5,台灣整復師聯盟工黨,20,,,,,,,,,,,,
63000090009,臺北市,南港區,玉成里,臺北市第04選區,6300004,2896,3857,李彥秀,中國國民黨,1299,1029,1188,2217,11,3727,59.78,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1299,吳欣岱,2,台灣基進,313,高嘉瑜,3,民主進步黨,1250,黃啟彬,4,制度救世島,10,林秋彤,5,台灣整復師聯盟工黨,24,,,,,,,,,,,,
63000090010,臺北市,南港區,合成里,臺北市第04選區,6300004,4005,5417,李彥秀,中國國民黨,1866,1405,1803,3208,9,5420,59.35,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1866,吳欣岱,2,台灣基進,426,高嘉瑜,3,民主進步黨,1628,黃啟彬,4,制度救世島,45,林秋彤,5,台灣整復師聯盟工黨,40,,,,,,,,,,,,
63000090011,臺北市,南港區,成福里,臺北市第04選區,6300004,4643,6119,李彥秀,中國國民黨,2463,1400,2207,3607,18,5933,61.1,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2463,吳欣岱,2,台灣基進,411,高嘉瑜,3,民主進步黨,1707,黃啟彬,4,制度救世島,6,林秋彤,5,台灣整復師聯盟工黨,56,,,,,,,,,,,,
63000090012,臺北市,南港區,萬福里,臺北市第04選區,6300004,2772,3530,李彥秀,中國國民黨,1462,876,1327,2203,12,3442,64.35,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1462,吳欣岱,2,台灣基進,242,高嘉瑜,3,民主進步黨,1036,黃啟彬,4,制度救世島,5,林秋彤,5,台灣整復師聯盟工黨,27,,,,,,,,,,,,
63000090013,臺北市,南港區,鴻福里,臺北市第04選區,6300004,2790,3707,李彥秀,中國國民黨,1368,917,1276,2193,9,3571,61.66,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1368,吳欣岱,2,台灣基進,269,高嘉瑜,3,民主進步黨,1123,黃啟彬,4,制度救世島,3,林秋彤,5,台灣整復師聯盟工黨,27,,,,,,,,,,,,
63000090014,臺北市,南港區,百福里,臺北市第04選區,6300004,3156,4332,李彥秀,中國國民黨,1491,1077,1327,2404,17,4270,56.7,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1491,吳欣岱,2,台灣基進,342,高嘉瑜,3,民主進步黨,1295,黃啟彬,4,制度救世島,5,林秋彤,5,台灣整復師聯盟工黨,23,,,,,,,,,,,,
63000090015,臺北市,南港區,聯成里,臺北市第04選區,6300004,2951,3911,李彥秀,中國國民黨,1452,1000,1398,2398,12,3852,62.56,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1452,吳欣岱,2,台灣基進,287,高嘉瑜,3,民主進步黨,1169,黃啟彬,4,制度救世島,11,林秋彤,5,台灣整復師聯盟工黨,32,,,,,,,,,,,,
63000090016,臺北市,南港區,舊莊里,臺北市第04選區,6300004,5161,7285,李彥秀,中國國民黨,2524,1674,2182,3856,21,7212,53.76,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2524,吳欣岱,2,台灣基進,514,高嘉瑜,3,民主進步黨,2073,黃啟彬,4,制度救世島,10,林秋彤,5,台灣整復師聯盟工黨,40,,,,,,,,,,,,
63000090017,臺北市,南港區,中研里,臺北市第04選區,6300004,5558,7410,李彥秀,中國國民黨,2624,1901,2357,4258,14,7184,59.47,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2624,吳欣岱,2,台灣基進,582,高嘉瑜,3,民主進步黨,2288,黃啟彬,4,制度救世島,16,林秋彤,5,台灣整復師聯盟工黨,48,,,,,,,,,,,,
63000090018,臺北市,南港區,九如里,臺北市第04選區,6300004,3783,5140,李彥秀,中國國民黨,2072,1079,1855,2934,7,4989,58.95,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2072,吳欣岱,2,台灣基進,350,高嘉瑜,3,民主進步黨,1325,黃啟彬,4,制度救世島,5,林秋彤,5,台灣整復師聯盟工黨,31,,,,,,,,,,,,
63000090019,臺北市,南港區,仁福里,臺北市第04選區,6300004,3493,4574,李彥秀,中國國民黨,1923,1005,1807,2812,13,4478,63.09,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1923,吳欣岱,2,台灣基進,360,高嘉瑜,3,民主進步黨,1171,黃啟彬,4,制度救世島,4,林秋彤,5,台灣整復師聯盟工黨,35,,,,,,,,,,,,
63000090020,臺北市,南港區,重陽里,臺北市第04選區,6300004,3665,4851,李彥秀,中國國民黨,1811,1200,1774,2974,16,5040,59.33,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1811,吳欣岱,2,台灣基進,414,高嘉瑜,3,民主進步黨,1400,黃啟彬,4,制度救世島,2,林秋彤,5,台灣整復師聯盟工黨,38,,,,,,,,,,,,
63000100001,臺北市,內湖區,西湖里,臺北市第04選區,6300004,4464,5823,李彥秀,中國國民黨,1951,1624,1889,3513,8,5736,61.38,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1951,吳欣岱,2,台灣基進,560,高嘉瑜,3,民主進步黨,1925,黃啟彬,4,制度救世島,1,林秋彤,5,台灣整復師聯盟工黨,27,,,,,,,,,,,,
63000100002,臺北市,內湖區,西康里,臺北市第04選區,6300004,5932,7963,李彥秀,中國國民黨,2904,1894,2755,4649,21,7890,59.19,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2904,吳欣岱,2,台灣基進,646,高嘉瑜,3,民主進步黨,2317,黃啟彬,4,制度救世島,11,林秋彤,5,台灣整復師聯盟工黨,54,,,,,,,,,,,,
63000100003,臺北市,內湖區,西安里,臺北市第04選區,6300004,4153,5398,李彥秀,中國國民黨,2031,1401,1864,3265,19,5333,61.58,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2031,吳欣岱,2,台灣基進,480,高嘉瑜,3,民主進步黨,1603,黃啟彬,4,制度救世島,12,林秋彤,5,台灣整復師聯盟工黨,27,,,,,,,,,,,,
63000100005,臺北市,內湖區,港墘里,臺北市第04選區,6300004,3715,4854,李彥秀,中國國民黨,1677,1298,1555,2853,7,4722,60.57,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1677,吳欣岱,2,台灣基進,427,高嘉瑜,3,民主進步黨,1578,黃啟彬,4,制度救世島,4,林秋彤,5,台灣整復師聯盟工黨,29,,,,,,,,,,,,
63000100006,臺北市,內湖區,港都里,臺北市第04選區,6300004,3318,4345,高嘉瑜,民主進步黨,1468,1119,1330,2449,5,4062,60.41,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1408,吳欣岱,2,台灣基進,405,高嘉瑜,3,民主進步黨,1468,黃啟彬,4,制度救世島,3,林秋彤,5,台灣整復師聯盟工黨,34,,,,,,,,,,,,
63000100007,臺北市,內湖區,港富里,臺北市第04選區,6300004,5776,7676,李彥秀,中國國民黨,2530,2076,2436,4512,14,7559,59.88,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2530,吳欣岱,2,台灣基進,708,高嘉瑜,3,民主進步黨,2487,黃啟彬,4,制度救世島,11,林秋彤,5,台灣整復師聯盟工黨,40,,,,,,,,,,,,
63000100008,臺北市,內湖區,港華里,臺北市第04選區,6300004,5517,7250,李彥秀,中國國民黨,2441,1894,2403,4297,16,7101,60.74,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2441,吳欣岱,2,台灣基進,652,高嘉瑜,3,民主進步黨,2375,黃啟彬,4,制度救世島,8,林秋彤,5,台灣整復師聯盟工黨,41,,,,,,,,,,,,
63000100009,臺北市,內湖區,內湖里,臺北市第04選區,6300004,4005,5470,李彥秀,中國國民黨,1986,1390,1898,3288,13,5591,59.04,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1986,吳欣岱,2,台灣基進,464,高嘉瑜,3,民主進步黨,1519,黃啟彬,4,制度救世島,8,林秋彤,5,台灣整復師聯盟工黨,28,,,,,,,,,,,,
63000100010,臺北市,內湖區,湖濱里,臺北市第04選區,6300004,5267,6886,李彥秀,中國國民黨,2695,1635,2552,4187,15,6800,61.79,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2695,吳欣岱,2,台灣基進,572,高嘉瑜,3,民主進步黨,1947,黃啟彬,4,制度救世島,5,林秋彤,5,台灣整復師聯盟工黨,48,,,,,,,,,,,,
63000100011,臺北市,內湖區,紫星里,臺北市第04選區,6300004,4985,6547,李彥秀,中國國民黨,2229,1796,2179,3975,15,6364,62.7,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2229,吳欣岱,2,台灣基進,641,高嘉瑜,3,民主進步黨,2070,黃啟彬,4,制度救世島,4,林秋彤,5,台灣整復師聯盟工黨,41,,,,,,,,,,,,
63000100012,臺北市,內湖區,大湖里,臺北市第04選區,6300004,3295,4419,李彥秀,中國國民黨,1631,1077,1499,2576,9,4284,60.34,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1631,吳欣岱,2,台灣基進,382,高嘉瑜,3,民主進步黨,1253,黃啟彬,4,制度救世島,2,林秋彤,5,台灣整復師聯盟工黨,27,,,,,,,,,,,,
63000100013,臺北市,內湖區,金龍里,臺北市第04選區,6300004,3334,4451,李彥秀,中國國民黨,1583,1104,1500,2604,5,4304,60.62,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1583,吳欣岱,2,台灣基進,383,高嘉瑜,3,民主進步黨,1335,黃啟彬,4,制度救世島,4,林秋彤,5,台灣整復師聯盟工黨,29,,,,,,,,,,,,
63000100014,臺北市,內湖區,金瑞里,臺北市第04選區,6300004,4174,5519,李彥秀,中國國民黨,1913,1468,1784,3252,13,5331,61.25,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1913,吳欣岱,2,台灣基進,481,高嘉瑜,3,民主進步黨,1743,黃啟彬,4,制度救世島,5,林秋彤,5,台灣整復師聯盟工黨,32,,,,,,,,,,,,
63000100015,臺北市,內湖區,碧山里,臺北市第04選區,6300004,4338,5827,李彥秀,中國國民黨,2085,1506,2035,3541,16,5774,61.6,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2085,吳欣岱,2,台灣基進,517,高嘉瑜,3,民主進步黨,1702,黃啟彬,4,制度救世島,10,林秋彤,5,台灣整復師聯盟工黨,24,,,,,,,,,,,,
63000100016,臺北市,內湖區,紫雲里,臺北市第04選區,6300004,3469,4643,李彥秀,中國國民黨,1818,1000,1753,2753,14,4525,61.15,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,1818,吳欣岱,2,台灣基進,383,高嘉瑜,3,民主進步黨,1237,黃啟彬,4,制度救世島,3,林秋彤,5,台灣整復師聯盟工黨,28,,,,,,,,,,,,
63000100017,臺北市,內湖區,清白里,臺北市第04選區,6300004,5335,7085,李彥秀,中國國民黨,2631,1742,2463,4205,19,7080,59.66,第11屆立法委員(臺北市第4選舉區)李彥秀罷免案各投開票所投開票結果表,李彥秀,1,中國國民黨,2631,吳欣岱,2,台灣基進,621,高嘉瑜,3,民主進步黨,2028,黃啟彬,4,制度救世島,13,林秋彤,5,台灣整復師聯盟工黨,42,,,,,,,,,,,,
